CSID,CaseMasterID,csdate,cstype,PolicePersonID
78,93,2021-11-16 07:55:00,A,813
79,96,2025-03-01 00:11:00,A,1010
80,97,2024-02-18 13:51:00,A,901
81,98,2025-06-02 01:54:00,A,1046
82,99,2021-08-09 14:22:00,C,1045
83,100,2023-05-15 21:12:00,A,1131
84,101,2024-09-10 02:49:00,A,1426
85,102,2021-05-19 17:21:00,C,1064
86,104,2025-05-02 08:11:00,A,1028
87,105,2025-02-28 13:22:00,A,977
88,106,2024-02-20 18:12:00,A,792
89,108,2024-06-01 00:33:00,A,975
90,109,2023-01-13 02:42:00,A,857
91,110,2026-03-27 09:32:00,C,1353
92,113,2023-07-09 10:25:00,A,959
93,114,2025-08-27 12:43:00,A,974
94,115,2024-02-07 09:25:00,A,1056
95,116,2023-01-20 19:41:00,A,1612
96,117,2023-06-23 14:43:00,A,999
97,118,2023-03-13 23:10:00,A,757
98,119,2024-08-22 21:40:00,A,994
99,120,2026-07-17 00:00:00,A,1582
100,121,2024-05-18 15:39:00,A,1502
101,122,2025-04-04 14:26:00,A,937
102,123,2021-11-03 04:41:00,A,1024
103,124,2026-07-14 00:00:00,A,759
104,125,2023-10-15 01:35:00,A,919
105,126,2025-01-01 03:29:00,A,1676
106,127,2024-09-06 19:20:00,A,1535
107,128,2024-01-31 23:57:00,C,895
108,129,2026-07-13 00:00:00,A,926
109,130,2025-03-31 07:53:00,C,1000
110,131,2023-09-15 08:28:00,A,1198
111,132,2022-11-23 07:17:00,A,834
112,134,2025-05-25 07:24:00,C,703
113,135,2022-01-30 02:26:00,C,1123
114,136,2026-06-13 13:24:00,A,907
115,137,2026-03-12 00:54:00,A,850
116,138,2023-01-26 12:54:00,A,893
117,139,2022-10-26 23:34:00,C,787
118,140,2021-05-12 12:21:00,A,826
119,141,2026-05-22 14:58:00,C,852
120,142,2025-09-01 18:36:00,A,1260
121,143,2024-05-14 13:08:00,A,1163
122,144,2025-11-09 08:24:00,A,717
123,145,2023-09-24 12:17:00,C,1020
124,146,2023-03-27 02:30:00,A,1405
125,147,2023-12-29 07:41:00,A,1573
126,148,2026-06-19 20:02:00,A,712
127,149,2025-10-17 04:15:00,A,966
128,150,2022-01-10 03:36:00,A,787
129,151,2021-09-25 19:38:00,A,821
130,152,2026-02-08 05:19:00,A,1424
131,153,2025-06-13 12:25:00,A,1086
132,154,2024-01-24 22:53:00,A,1044
133,155,2025-09-22 19:51:00,B,1126
134,156,2026-07-04 18:50:00,A,898
135,157,2025-02-23 16:41:00,A,1149
136,158,2024-12-07 15:06:00,A,1449
137,159,2021-04-15 20:57:00,A,1377
138,160,2022-12-19 16:41:00,A,770
139,161,2021-09-16 17:49:00,A,1195
140,162,2023-06-01 10:54:00,A,1159
141,163,2024-09-21 02:17:00,A,1499
142,164,2021-03-17 12:21:00,A,972
143,165,2022-12-27 10:11:00,A,1151
144,166,2026-07-16 00:00:00,C,1152
145,168,2026-05-03 02:15:00,A,1389
146,169,2021-02-24 17:48:00,C,862
147,170,2024-11-16 00:05:00,A,815
148,171,2022-04-08 22:15:00,A,1240
149,172,2023-05-23 11:27:00,A,895
150,173,2023-07-06 22:29:00,C,1170
151,174,2025-07-08 10:07:00,A,819
152,175,2022-12-16 22:11:00,A,1173
153,177,2021-06-23 16:38:00,A,1129
154,179,2024-01-20 06:18:00,A,901
155,180,2026-06-17 04:17:00,A,1616
156,181,2026-05-01 17:18:00,A,1344
157,183,2026-01-30 00:36:00,A,857
158,185,2022-04-10 14:21:00,A,703
159,186,2026-07-19 00:00:00,A,1171
160,187,2023-03-20 18:40:00,C,794
161,188,2025-05-07 02:15:00,A,899
162,189,2025-04-09 13:38:00,A,1656
163,190,2022-01-27 14:58:00,B,1012
164,191,2023-07-16 18:27:00,A,857
165,192,2023-02-28 03:48:00,A,967
166,193,2025-02-25 08:42:00,A,986
167,194,2024-12-27 00:26:00,A,848
168,195,2024-01-21 15:18:00,A,820
169,196,2026-07-17 00:00:00,A,982
170,197,2021-09-16 20:37:00,A,696
171,198,2021-03-13 08:52:00,A,1329
172,199,2021-12-08 05:50:00,A,1000
173,200,2021-07-14 14:07:00,A,1233
174,201,2023-06-03 22:25:00,A,1647
175,202,2026-02-15 01:56:00,B,699
176,203,2026-07-06 19:16:00,A,811
177,204,2021-07-01 18:37:00,A,986
178,205,2024-04-23 21:52:00,A,1036
179,206,2025-08-17 16:41:00,B,971
180,207,2025-02-06 05:37:00,B,793
181,208,2022-03-29 11:26:00,A,1054
182,209,2025-09-27 03:54:00,A,1700
183,210,2026-06-18 12:52:00,A,1382
184,211,2023-06-26 10:16:00,A,796
185,212,2022-07-02 12:55:00,A,1152
186,213,2021-06-11 14:26:00,A,861
187,214,2026-06-22 11:39:00,A,926
188,215,2025-11-19 17:08:00,A,1174
189,216,2021-09-21 22:31:00,A,1589
190,217,2023-10-04 19:51:00,A,1114
191,218,2023-02-06 13:05:00,A,1159
192,219,2025-07-07 03:29:00,A,1454
193,220,2021-09-17 09:32:00,C,1559
194,221,2023-02-26 15:30:00,A,967
195,222,2026-06-17 19:32:00,A,1155
196,223,2022-08-21 02:17:00,B,1622
197,224,2025-10-15 00:18:00,A,1155
198,225,2025-04-12 18:37:00,C,864
199,226,2023-08-13 10:35:00,A,1133
200,227,2026-07-17 00:00:00,A,1086
201,228,2025-01-15 01:20:00,A,1383
202,229,2023-01-28 12:24:00,A,1114
203,230,2023-01-10 18:21:00,A,800
204,231,2026-01-11 14:06:00,A,774
205,233,2024-12-08 20:09:00,A,1198
206,234,2022-01-19 08:21:00,C,754
207,235,2024-01-04 21:54:00,A,1362
208,236,2021-07-15 10:40:00,A,690
209,237,2022-03-08 20:43:00,A,902
210,238,2026-07-14 00:00:00,A,779
211,239,2021-09-09 05:44:00,A,1148
212,240,2022-06-17 01:20:00,A,841
213,241,2025-03-17 16:26:00,A,1119
214,243,2024-12-01 02:39:00,A,926
215,245,2026-03-09 04:14:00,A,864
216,246,2023-07-26 14:16:00,A,724
217,247,2021-09-27 17:10:00,C,713
218,248,2022-11-04 11:37:00,B,1179
219,249,2023-11-03 09:12:00,A,1162
220,250,2022-05-11 03:15:00,B,762
221,251,2024-10-16 09:01:00,A,885
222,252,2023-09-16 00:36:00,A,693
223,253,2025-12-13 09:49:00,A,1249
224,254,2026-04-13 11:14:00,A,1366
225,255,2021-07-22 21:43:00,B,998
226,256,2024-07-12 20:41:00,A,986
227,257,2025-03-12 23:08:00,A,997
228,258,2025-03-24 10:47:00,A,970
229,259,2025-11-01 11:33:00,C,933
230,260,2022-12-27 05:16:00,A,1387
231,262,2022-12-19 03:29:00,A,786
232,263,2021-07-01 07:55:00,A,722
233,264,2024-07-06 17:23:00,A,786
234,265,2023-04-01 00:16:00,A,1152
235,266,2026-04-07 08:37:00,A,881
236,267,2022-10-16 11:06:00,A,1186
237,268,2025-02-18 17:20:00,B,1234
238,270,2026-02-05 02:40:00,A,941
239,271,2025-05-17 04:02:00,C,683
240,272,2025-03-18 15:07:00,A,800
241,273,2024-02-03 11:42:00,B,933
242,275,2022-11-23 23:46:00,A,957
243,276,2026-07-06 19:26:00,A,803
244,277,2026-07-05 06:28:00,A,858
245,279,2025-07-15 11:06:00,A,688
246,280,2025-06-30 12:17:00,A,748
247,281,2024-08-17 14:05:00,A,1178
248,282,2025-12-31 10:15:00,A,1379
249,284,2026-07-06 06:04:00,A,1040
250,285,2022-02-14 10:49:00,A,1609
251,286,2024-04-05 19:00:00,A,1028
252,287,2025-02-18 08:51:00,B,900
253,288,2022-04-08 00:08:00,A,1014
254,290,2025-03-08 00:11:00,A,1160
255,291,2022-03-15 13:33:00,A,1278
256,292,2022-07-21 15:28:00,A,857
257,293,2022-06-29 19:02:00,A,1111
258,294,2021-10-08 00:03:00,A,1535
259,295,2022-07-22 22:58:00,C,773
260,296,2021-10-31 02:20:00,C,1493
261,297,2022-04-27 18:35:00,A,920
262,298,2025-10-17 19:33:00,A,988
263,299,2023-03-05 22:07:00,C,1205
264,300,2026-07-04 07:26:00,B,977
265,302,2023-03-30 10:27:00,A,1001
266,303,2026-07-13 00:00:00,A,973
267,304,2024-07-04 23:47:00,A,825
268,305,2025-10-15 17:03:00,A,896
269,306,2022-10-28 13:22:00,A,1089
270,307,2022-05-15 23:03:00,C,1498
271,309,2023-07-07 06:09:00,A,1055
272,310,2025-01-25 03:22:00,B,1142
273,311,2023-08-12 13:54:00,A,1177
274,313,2021-11-22 21:53:00,A,1250
275,314,2024-01-15 22:48:00,A,1129
276,315,2021-08-01 04:36:00,A,797
277,316,2025-12-12 23:40:00,A,898
278,317,2024-07-16 14:21:00,B,877
279,319,2025-08-24 23:20:00,A,867
280,322,2024-09-12 01:43:00,A,956
281,323,2026-02-07 21:27:00,A,797
282,324,2026-05-06 16:07:00,A,1122
283,326,2023-11-10 09:43:00,A,785
284,327,2023-03-29 19:03:00,A,875
285,328,2025-01-05 06:49:00,A,735
286,329,2022-11-25 15:47:00,A,978
287,330,2022-03-09 12:34:00,A,890
288,331,2025-07-25 02:25:00,A,1167
289,332,2023-05-21 14:58:00,A,1328
290,333,2021-07-26 18:27:00,A,884
291,334,2023-05-22 12:01:00,B,1019
292,335,2023-07-19 19:29:00,A,1061
293,337,2026-04-15 18:25:00,A,1554
294,338,2022-04-23 09:47:00,A,1111
295,339,2025-03-06 20:07:00,A,975
296,341,2025-07-22 11:22:00,A,1260
297,342,2023-03-29 03:09:00,A,920
298,343,2022-09-06 19:09:00,A,1204
299,344,2024-05-11 18:48:00,A,1253
300,345,2021-02-16 18:41:00,A,907
301,347,2021-06-19 14:04:00,A,915
302,348,2026-01-06 09:50:00,A,902
303,349,2024-04-22 14:28:00,A,1168
304,350,2023-01-14 09:04:00,A,929
305,351,2025-05-21 16:24:00,A,979
306,352,2022-03-12 01:28:00,A,1092
307,354,2023-05-23 10:38:00,A,905
308,355,2024-06-08 10:45:00,A,876
309,356,2023-01-27 05:02:00,A,1231
310,357,2021-11-03 19:10:00,A,903
311,358,2026-07-14 00:00:00,A,931
312,359,2023-10-08 10:04:00,A,920
313,360,2024-04-11 21:24:00,A,902
314,362,2023-01-03 19:55:00,A,924
315,364,2024-03-30 18:42:00,B,1210
316,365,2022-05-13 21:25:00,A,795
317,367,2023-07-07 02:19:00,A,1142
318,368,2022-02-24 21:44:00,A,851
319,369,2022-11-04 13:32:00,C,1106
320,370,2024-08-14 05:13:00,A,1069
321,371,2024-11-11 04:09:00,A,956
322,372,2023-04-23 03:32:00,A,1117
323,373,2025-09-10 19:24:00,A,856
324,374,2022-12-13 22:49:00,A,780
325,376,2023-01-01 23:15:00,A,1063
326,377,2025-01-25 23:50:00,A,1021
327,378,2021-10-05 15:57:00,A,781
328,379,2024-09-05 18:28:00,A,1331
329,380,2024-09-24 13:10:00,A,901
330,381,2021-12-25 04:55:00,B,1183
331,382,2022-12-28 11:35:00,A,1198
332,383,2025-09-15 02:48:00,A,685
333,384,2022-01-01 16:09:00,A,1201
334,385,2021-09-04 11:59:00,A,855
335,386,2021-05-16 12:32:00,A,969
336,387,2025-11-22 00:20:00,A,1065
337,388,2022-04-05 20:21:00,C,856
338,389,2025-06-13 22:53:00,A,1105
339,390,2022-10-06 15:28:00,A,790
340,391,2026-07-11 00:00:00,A,1101
341,392,2025-12-05 09:15:00,A,737
342,393,2023-01-28 19:29:00,A,821
343,394,2024-05-15 15:38:00,B,1004
344,395,2024-03-27 18:15:00,A,900
345,397,2026-01-03 18:26:00,A,945
346,398,2022-01-03 02:33:00,C,688
347,399,2022-01-16 16:35:00,A,1043
348,402,2023-05-26 15:02:00,A,1207
349,403,2024-04-12 02:22:00,C,791
350,404,2022-12-23 20:06:00,B,865
351,405,2024-12-12 17:21:00,A,966
352,406,2024-09-20 21:29:00,B,1141
353,407,2023-10-23 14:02:00,A,863
354,408,2021-07-26 06:56:00,A,898
355,409,2023-09-26 17:30:00,A,902
356,410,2026-07-15 00:00:00,C,887
357,411,2024-03-25 10:17:00,A,794
358,412,2022-08-18 14:57:00,A,1184
359,413,2026-01-19 05:31:00,A,1705
360,414,2024-05-04 02:46:00,C,699
361,415,2025-12-26 19:52:00,A,726
362,416,2025-10-02 21:18:00,A,857
363,417,2023-06-09 22:27:00,A,780
364,418,2025-07-21 11:39:00,A,864
365,419,2025-06-23 01:04:00,B,1252
366,420,2025-10-31 00:09:00,A,1197
367,421,2023-02-05 14:02:00,C,768
368,423,2025-02-27 12:36:00,A,1172
369,424,2025-07-03 21:28:00,A,1106
370,425,2026-01-18 16:23:00,A,1046
371,426,2026-04-26 08:15:00,A,794
372,427,2026-07-14 00:00:00,A,1004
373,428,2021-04-13 06:39:00,A,1232
374,429,2024-11-06 15:12:00,A,794
375,430,2026-06-13 22:28:00,A,1126
376,432,2025-05-16 10:42:00,A,698
377,433,2021-12-03 09:54:00,A,1158
378,434,2025-08-26 22:40:00,A,1136
379,435,2025-05-27 06:50:00,A,1182
380,436,2024-02-04 15:01:00,A,1264
381,437,2025-04-06 17:08:00,A,812
382,438,2022-09-09 12:45:00,A,1003
383,439,2021-10-08 02:08:00,A,903
384,440,2025-10-11 14:29:00,A,933
385,441,2026-06-24 20:37:00,B,1566
386,442,2023-04-30 04:27:00,A,807
387,443,2021-09-09 04:19:00,A,1058
388,444,2025-05-20 22:14:00,A,771
389,445,2025-04-23 02:16:00,A,1008
390,446,2025-05-12 17:17:00,C,1312
391,449,2025-09-17 20:10:00,A,852
392,450,2022-03-05 19:46:00,A,850
393,451,2025-04-14 00:05:00,A,1093
394,452,2023-03-14 18:16:00,C,1494
395,453,2024-09-12 00:31:00,A,976
396,454,2022-12-12 09:30:00,A,958
397,455,2021-04-28 02:44:00,A,943
398,456,2025-08-09 13:30:00,A,1151
399,457,2024-11-04 22:20:00,A,1193
400,458,2024-02-13 04:48:00,A,1292
401,459,2022-03-11 03:17:00,A,1141
402,460,2024-04-30 03:03:00,A,1160
403,461,2026-01-08 05:52:00,A,853
404,462,2025-04-20 23:20:00,A,736
405,464,2021-09-19 15:56:00,A,1121
406,466,2026-04-23 02:25:00,A,883
407,467,2022-12-23 01:03:00,A,1000
408,468,2021-07-18 20:43:00,A,962
409,469,2024-02-19 04:56:00,A,1426
410,470,2021-11-18 12:23:00,B,756
411,471,2024-04-01 17:18:00,A,855
412,472,2025-10-03 14:48:00,A,859
413,474,2023-05-15 03:08:00,A,1278
414,475,2022-06-29 10:35:00,A,903
415,476,2026-02-01 16:02:00,A,1056
416,477,2023-12-22 10:51:00,B,1151
417,478,2023-09-15 04:38:00,A,741
418,479,2021-11-21 12:39:00,A,991
419,480,2025-10-23 18:21:00,A,1013
420,481,2023-01-26 09:30:00,A,1156
421,482,2025-08-25 21:07:00,A,1293
422,483,2022-04-25 22:40:00,C,955
423,484,2022-07-05 08:41:00,A,859
424,486,2022-10-31 05:33:00,A,1356
425,487,2024-11-06 12:09:00,A,1008
426,488,2025-02-22 03:12:00,A,1083
427,489,2023-05-09 06:26:00,A,1207
428,490,2025-03-04 23:46:00,A,733
429,491,2025-03-03 21:30:00,A,1259
430,492,2024-04-14 05:29:00,A,1004
431,493,2025-11-14 23:43:00,A,1250
432,495,2025-12-16 06:15:00,A,788
433,496,2023-09-17 09:49:00,A,770
434,497,2025-10-11 22:45:00,A,1163
435,498,2026-02-22 23:17:00,A,1170
436,499,2026-02-12 21:34:00,A,762
437,500,2023-11-23 04:18:00,A,820
438,501,2026-07-15 00:00:00,A,700
439,502,2022-02-05 17:17:00,A,732
440,503,2022-06-10 04:06:00,A,742
441,504,2022-12-29 16:14:00,C,862
442,505,2025-02-25 10:45:00,A,962
443,506,2024-03-07 04:00:00,A,895
444,507,2025-10-24 15:30:00,A,901
445,508,2026-02-02 09:20:00,B,737
446,509,2022-10-29 18:14:00,C,1204
447,510,2025-11-10 05:26:00,A,1359
448,511,2023-05-24 15:11:00,A,1291
449,512,2022-11-30 00:19:00,A,997
450,513,2022-08-29 20:34:00,A,906
451,514,2024-02-24 04:54:00,A,916
452,515,2023-03-05 05:46:00,A,995
453,516,2025-07-08 22:11:00,A,955
454,517,2021-06-03 06:11:00,A,1180
455,518,2022-07-26 16:20:00,A,929
456,519,2021-07-12 15:20:00,B,1008
457,520,2025-06-16 07:28:00,A,824
458,522,2021-05-11 09:37:00,A,1108
459,524,2026-07-17 00:00:00,A,1072
460,525,2022-09-13 21:32:00,A,815
461,526,2023-04-08 20:58:00,A,1413
462,527,2022-05-13 15:09:00,A,1623
463,528,2026-07-14 00:00:00,C,979
464,529,2024-05-08 07:43:00,A,790
465,530,2024-08-22 16:45:00,A,1088
466,531,2022-05-10 17:57:00,B,741
467,533,2024-01-25 17:09:00,A,735
468,534,2023-12-01 06:45:00,A,1124
469,535,2023-05-21 16:28:00,A,1635
470,536,2023-07-05 01:35:00,A,785
471,537,2025-05-19 09:46:00,C,794
472,538,2026-07-20 00:00:00,C,858
473,539,2025-03-07 02:34:00,A,1125
474,540,2025-11-29 01:18:00,A,797
475,541,2026-07-09 04:49:00,A,897
476,542,2026-05-27 12:28:00,A,689
477,543,2025-04-28 21:42:00,A,1196
478,544,2022-09-14 17:25:00,A,1362
479,545,2024-10-04 07:53:00,A,898
480,546,2025-07-09 23:34:00,A,1107
481,547,2023-08-16 07:15:00,A,1046
482,548,2023-04-14 23:48:00,A,1378
483,549,2026-04-24 13:39:00,A,866
484,550,2023-06-21 02:06:00,A,907
485,551,2023-02-23 21:45:00,A,875
486,553,2025-08-01 17:13:00,A,1261
487,554,2022-06-10 01:08:00,A,976
488,555,2026-04-07 18:38:00,C,1029
489,556,2025-03-27 04:42:00,A,791
490,557,2023-04-07 18:56:00,A,868
491,558,2022-10-18 13:35:00,A,773
492,559,2023-02-28 20:42:00,A,893
493,560,2025-01-18 04:19:00,A,1046
494,561,2024-05-25 17:30:00,A,1137
495,562,2024-09-12 14:58:00,A,799
496,563,2024-06-08 13:35:00,A,1684
497,564,2023-06-08 02:59:00,A,1201
498,565,2026-07-17 00:00:00,B,799
499,566,2025-02-28 02:12:00,B,1423
500,567,2025-03-07 23:42:00,A,1040
501,568,2022-11-14 09:58:00,A,1056
502,569,2021-12-14 06:47:00,A,1177
503,570,2023-09-13 22:38:00,C,958
504,572,2023-03-12 07:35:00,A,931
505,573,2026-02-01 11:19:00,A,1087
506,574,2024-12-25 15:29:00,A,1135
507,575,2022-07-17 10:58:00,A,781
508,576,2021-08-16 13:02:00,B,1041
509,577,2021-07-08 17:59:00,A,793
510,578,2021-07-06 06:21:00,C,1027
511,580,2024-01-13 20:43:00,B,717
512,581,2022-01-10 15:46:00,C,1175
513,582,2022-02-14 04:46:00,A,819
514,583,2023-07-18 17:41:00,C,1113
515,585,2023-01-06 21:03:00,A,766
516,586,2024-04-02 20:14:00,A,992
517,587,2022-09-21 11:03:00,A,1108
518,588,2024-10-20 19:58:00,A,708
519,589,2024-12-26 13:00:00,A,898
520,590,2025-10-08 08:34:00,B,1419
521,591,2025-06-14 22:43:00,A,1089
522,592,2026-04-05 03:33:00,A,1127
523,593,2023-11-27 19:33:00,C,1360
524,594,2024-11-17 11:25:00,A,1233
525,595,2024-10-09 22:14:00,A,857
526,597,2022-08-09 20:48:00,A,1134
527,598,2025-08-06 12:24:00,C,828
528,599,2026-04-20 02:31:00,A,797
529,600,2022-02-14 10:36:00,C,899
530,601,2024-12-28 22:56:00,A,1197
531,602,2024-04-20 01:59:00,A,909
532,603,2023-06-16 21:02:00,A,981
533,604,2025-04-11 10:01:00,C,1231
534,605,2024-03-25 12:59:00,A,725
535,606,2022-11-19 18:15:00,A,927
536,607,2022-11-06 10:24:00,A,974
537,608,2025-07-29 22:46:00,A,790
538,609,2024-03-18 13:14:00,A,899
539,611,2025-06-01 19:38:00,A,1107
540,612,2022-05-15 14:31:00,A,958
541,613,2022-06-05 12:27:00,A,1645
542,614,2024-04-18 19:18:00,A,1502
543,615,2026-05-31 02:05:00,A,1076
544,616,2021-10-22 23:24:00,A,1061
545,617,2021-01-28 02:00:00,B,863
546,618,2026-03-24 02:11:00,A,1062
547,619,2022-07-01 17:32:00,A,978
548,620,2023-04-11 19:38:00,A,804
549,621,2021-11-21 00:18:00,A,793
550,622,2022-11-09 07:36:00,A,1119
551,623,2023-08-25 05:08:00,A,1148
552,624,2025-03-10 13:17:00,A,826
553,626,2023-05-27 02:23:00,A,902
554,627,2025-07-23 19:12:00,A,700
555,628,2022-10-06 09:00:00,A,904
556,629,2024-06-29 10:28:00,A,846
557,630,2024-11-04 20:38:00,A,801
558,631,2024-05-27 15:20:00,A,966
559,632,2022-07-15 10:18:00,A,971
560,633,2025-11-05 08:52:00,A,1123
561,636,2025-07-30 18:12:00,A,1205
562,637,2022-11-18 14:45:00,A,1008
563,638,2024-07-20 09:53:00,A,812
564,639,2024-11-28 15:08:00,A,1174
565,640,2021-10-17 21:09:00,A,1235
566,641,2024-06-15 19:30:00,A,1143
567,642,2022-03-16 16:59:00,A,860
568,643,2026-07-01 22:57:00,A,1080
569,644,2023-12-11 02:06:00,A,1120
570,645,2024-06-29 01:36:00,A,762
571,646,2025-06-19 10:50:00,A,1184
572,647,2022-02-13 23:33:00,A,1500
573,648,2024-12-02 18:14:00,A,905
574,649,2025-12-04 22:32:00,A,966
575,651,2022-01-26 00:30:00,A,1262
576,653,2024-05-14 23:09:00,A,1001
577,654,2023-12-25 14:50:00,A,862
578,655,2024-08-07 23:44:00,A,979
579,656,2021-04-05 09:02:00,A,929
580,658,2023-01-21 20:06:00,A,1173
581,659,2026-03-03 17:10:00,A,1106
582,660,2022-01-25 14:14:00,A,1054
583,661,2022-07-06 12:01:00,A,907
584,662,2025-01-29 14:37:00,A,1062
585,663,2024-10-19 22:51:00,A,842
586,664,2025-09-14 17:11:00,A,804
587,665,2024-03-01 15:33:00,A,711
588,666,2022-04-25 12:39:00,A,1180
589,667,2025-01-23 19:11:00,A,1250
590,668,2023-08-12 18:05:00,A,1007
591,669,2024-06-18 11:44:00,C,852
592,670,2024-12-04 13:38:00,A,1136
593,671,2023-08-03 17:44:00,A,787
594,672,2025-11-05 15:18:00,A,714
595,673,2024-01-17 11:00:00,A,789
596,674,2022-08-19 12:35:00,A,979
597,675,2026-01-20 14:31:00,A,780
598,676,2025-11-27 00:50:00,A,1067
599,677,2024-11-01 05:49:00,A,1449
600,678,2025-07-02 15:35:00,B,1164
601,679,2025-11-22 11:34:00,A,887
602,680,2025-02-06 14:34:00,A,1159
603,681,2026-04-23 07:19:00,A,866
604,682,2025-02-26 11:55:00,A,1295
605,683,2022-03-16 07:13:00,A,969
606,684,2025-02-25 19:40:00,A,961
607,685,2021-06-14 06:51:00,A,1083
608,686,2025-12-09 17:17:00,A,1254
609,687,2024-02-10 18:17:00,A,883
610,688,2026-02-28 21:52:00,A,1424
611,689,2021-08-23 01:17:00,A,822
612,690,2023-08-22 04:15:00,C,998
613,693,2025-07-13 21:25:00,A,905
614,694,2025-12-22 20:17:00,A,904
615,695,2024-08-10 02:25:00,A,874
616,696,2025-05-15 22:59:00,A,1577
617,697,2024-03-18 23:05:00,C,1501
618,698,2023-09-30 20:42:00,A,1333
619,699,2026-01-12 06:27:00,C,791
620,700,2026-02-26 10:53:00,A,902
621,701,2024-09-18 15:50:00,A,717
622,703,2025-08-14 01:02:00,A,965
623,704,2023-03-18 05:28:00,A,773
624,705,2026-07-18 00:00:00,A,991
625,706,2023-02-13 08:05:00,A,1410
626,707,2025-04-19 20:10:00,A,811
627,709,2025-03-19 09:46:00,A,1383
628,710,2026-03-05 03:00:00,A,787
629,711,2025-07-26 04:37:00,A,856
630,712,2025-09-23 10:52:00,A,1581
631,713,2025-06-05 13:44:00,C,1074
632,714,2022-12-20 03:06:00,A,960
633,715,2026-01-15 09:08:00,A,1180
634,716,2025-04-15 21:09:00,A,1073
635,717,2025-05-11 00:39:00,A,726
636,718,2025-03-14 04:58:00,C,1171
637,719,2025-02-27 14:55:00,A,930
638,720,2024-12-31 18:46:00,A,961
639,721,2022-12-10 13:20:00,A,1136
640,722,2023-12-10 19:38:00,C,907
641,723,2022-01-08 22:01:00,B,853
642,724,2023-03-22 12:18:00,A,1134
643,725,2023-06-20 07:31:00,C,978
644,727,2023-11-30 16:56:00,A,1172
645,728,2026-02-22 10:08:00,A,826
646,730,2025-11-05 21:11:00,A,989
647,731,2022-07-14 02:01:00,A,1202
648,732,2026-04-26 01:50:00,C,1427
649,733,2026-03-21 20:45:00,A,865
