PoliceStationID,CrimeMinorHeadID,period,case_count,heinous_count,resolution_rate
73,3,2022-06-01,0,0,0.0
73,3,2022-07-01,0,0,0.0
73,3,2022-08-01,0,0,0.0
73,3,2022-09-01,0,0,0.0
73,3,2022-10-01,0,0,0.0
73,3,2022-11-01,0,0,0.0
73,3,2022-12-01,0,0,0.0
73,3,2023-01-01,1,0,1.0
73,3,2023-02-01,0,0,0.0
73,3,2023-03-01,0,0,0.0
73,3,2023-04-01,0,0,0.0
73,3,2023-05-01,0,0,0.0
73,3,2023-06-01,0,0,0.0
73,3,2023-07-01,0,0,0.0
73,3,2023-08-01,0,0,0.0
73,3,2023-09-01,0,0,0.0
73,3,2023-10-01,0,0,0.0
73,3,2023-11-01,0,0,0.0
73,3,2023-12-01,0,0,0.0
73,3,2024-01-01,1,0,1.0
73,3,2024-02-01,0,0,0.0
73,3,2024-03-01,0,0,0.0
73,3,2024-04-01,0,0,0.0
73,3,2024-05-01,0,0,0.0
73,3,2024-06-01,0,0,0.0
73,3,2024-07-01,0,0,0.0
73,3,2024-08-01,0,0,0.0
73,3,2024-09-01,0,0,0.0
73,3,2024-10-01,0,0,0.0
73,3,2024-11-01,0,0,0.0
73,3,2024-12-01,0,0,0.0
73,3,2025-01-01,0,0,0.0
73,3,2025-02-01,0,0,0.0
73,3,2025-03-01,0,0,0.0
73,3,2025-04-01,1,0,1.0
73,3,2025-05-01,0,0,0.0
73,3,2025-06-01,0,0,0.0
73,3,2025-07-01,0,0,0.0
73,3,2025-08-01,0,0,0.0
73,3,2025-09-01,0,0,0.0
73,3,2025-10-01,0,0,0.0
73,3,2025-11-01,0,0,0.0
73,3,2025-12-01,0,0,0.0
73,3,2026-01-01,0,0,0.0
73,3,2026-02-01,0,0,0.0
73,3,2026-03-01,0,0,0.0
73,3,2026-04-01,0,0,0.0
73,3,2026-05-01,0,0,0.0
73,3,2026-06-01,0,0,0.0
73,3,2026-07-01,1,0,0.0
73,4,2020-12-01,0,0,0.0
73,4,2021-01-01,0,0,0.0
73,4,2021-02-01,0,0,0.0
73,4,2021-03-01,0,0,0.0
73,4,2021-04-01,0,0,0.0
73,4,2021-05-01,0,0,0.0
73,4,2021-06-01,0,0,0.0
73,4,2021-07-01,0,0,0.0
73,4,2021-08-01,0,0,0.0
73,4,2021-09-01,0,0,0.0
73,4,2021-10-01,0,0,0.0
73,4,2021-11-01,0,0,0.0
73,4,2021-12-01,0,0,0.0
73,4,2022-01-01,0,0,0.0
73,4,2022-02-01,0,0,0.0
73,4,2022-03-01,0,0,0.0
73,4,2022-04-01,0,0,0.0
73,4,2022-05-01,0,0,0.0
73,4,2022-06-01,0,0,0.0
73,4,2022-07-01,0,0,0.0
73,4,2022-08-01,0,0,0.0
73,4,2022-09-01,0,0,0.0
73,4,2022-10-01,0,0,0.0
73,4,2022-11-01,0,0,0.0
73,4,2022-12-01,1,0,1.0
73,4,2023-01-01,0,0,0.0
73,4,2023-02-01,0,0,0.0
73,4,2023-03-01,0,0,0.0
73,4,2023-04-01,0,0,0.0
73,4,2023-05-01,0,0,0.0
73,4,2023-06-01,0,0,0.0
73,4,2023-07-01,0,0,0.0
73,4,2023-08-01,0,0,0.0
73,4,2023-09-01,0,0,0.0
73,4,2023-10-01,0,0,0.0
73,4,2023-11-01,0,0,0.0
73,4,2023-12-01,0,0,0.0
73,4,2024-01-01,0,0,0.0
73,4,2024-02-01,1,0,0.0
73,4,2024-03-01,0,0,0.0
73,4,2024-04-01,0,0,0.0
73,4,2024-05-01,0,0,0.0
73,4,2024-06-01,0,0,0.0
73,4,2024-07-01,0,0,0.0
73,4,2024-08-01,0,0,0.0
73,4,2024-09-01,0,0,0.0
73,4,2024-10-01,1,0,1.0
73,4,2024-11-01,0,0,0.0
73,4,2024-12-01,0,0,0.0
73,4,2025-01-01,0,0,0.0
73,4,2025-02-01,0,0,0.0
73,4,2025-03-01,0,0,0.0
73,4,2025-04-01,0,0,0.0
73,4,2025-05-01,0,0,0.0
73,4,2025-06-01,0,0,0.0
73,4,2025-07-01,0,0,0.0
73,4,2025-08-01,0,0,0.0
73,4,2025-09-01,0,0,0.0
73,4,2025-10-01,0,0,0.0
73,4,2025-11-01,0,0,0.0
73,4,2025-12-01,0,0,0.0
73,4,2026-01-01,0,0,0.0
73,4,2026-02-01,0,0,0.0
73,4,2026-03-01,0,0,0.0
73,4,2026-04-01,0,0,0.0
73,4,2026-05-01,0,0,0.0
73,4,2026-06-01,0,0,0.0
73,4,2026-07-01,0,0,0.0
73,5,2020-12-01,0,0,0.0
73,5,2021-01-01,0,0,0.0
73,5,2021-02-01,0,0,0.0
73,5,2021-03-01,0,0,0.0
73,5,2021-04-01,0,0,0.0
73,5,2021-05-01,0,0,0.0
73,5,2021-06-01,1,0,1.0
73,5,2021-07-01,0,0,0.0
73,5,2021-08-01,0,0,0.0
73,5,2021-09-01,0,0,0.0
73,5,2021-10-01,0,0,0.0
73,5,2021-11-01,0,0,0.0
73,5,2021-12-01,0,0,0.0
73,5,2022-01-01,0,0,0.0
73,5,2022-02-01,0,0,0.0
73,5,2022-03-01,0,0,0.0
73,5,2022-04-01,0,0,0.0
73,5,2022-05-01,0,0,0.0
73,5,2022-06-01,0,0,0.0
73,5,2022-07-01,0,0,0.0
73,5,2022-08-01,0,0,0.0
73,5,2022-09-01,0,0,0.0
73,5,2022-10-01,0,0,0.0
73,5,2022-11-01,0,0,0.0
73,5,2022-12-01,0,0,0.0
73,5,2023-01-01,0,0,0.0
73,5,2023-02-01,0,0,0.0
73,5,2023-03-01,0,0,0.0
73,5,2023-04-01,0,0,0.0
73,5,2023-05-01,0,0,0.0
73,5,2023-06-01,0,0,0.0
73,5,2023-07-01,0,0,0.0
73,5,2023-08-01,0,0,0.0
73,5,2023-09-01,0,0,0.0
73,5,2023-10-01,0,0,0.0
73,5,2023-11-01,0,0,0.0
73,5,2023-12-01,0,0,0.0
73,5,2024-01-01,0,0,0.0
73,5,2024-02-01,0,0,0.0
73,5,2024-03-01,1,0,1.0
73,5,2024-04-01,0,0,0.0
73,5,2024-05-01,0,0,0.0
73,5,2024-06-01,0,0,0.0
73,5,2024-07-01,0,0,0.0
73,5,2024-08-01,0,0,0.0
73,5,2024-09-01,0,0,0.0
73,5,2024-10-01,0,0,0.0
73,5,2024-11-01,0,0,0.0
73,5,2024-12-01,0,0,0.0
73,5,2025-01-01,0,0,0.0
73,5,2025-02-01,0,0,0.0
73,5,2025-03-01,0,0,0.0
73,5,2025-04-01,0,0,0.0
73,5,2025-05-01,0,0,0.0
73,5,2025-06-01,0,0,0.0
73,5,2025-07-01,0,0,0.0
73,5,2025-08-01,0,0,0.0
73,5,2025-09-01,0,0,0.0
73,5,2025-10-01,0,0,0.0
73,5,2025-11-01,0,0,0.0
73,5,2025-12-01,0,0,0.0
73,5,2026-01-01,0,0,0.0
73,5,2026-02-01,0,0,0.0
73,5,2026-03-01,0,0,0.0
73,5,2026-04-01,0,0,0.0
73,5,2026-05-01,0,0,0.0
73,5,2026-06-01,0,0,0.0
73,5,2026-07-01,0,0,0.0
73,6,2020-12-01,0,0,0.0
73,6,2021-01-01,0,0,0.0
73,6,2021-02-01,0,0,0.0
73,6,2021-03-01,0,0,0.0
73,6,2021-04-01,0,0,0.0
73,6,2021-05-01,0,0,0.0
73,6,2021-06-01,0,0,0.0
73,6,2021-07-01,0,0,0.0
73,6,2021-08-01,0,0,0.0
73,6,2021-09-01,0,0,0.0
73,6,2021-10-01,0,0,0.0
73,6,2021-11-01,0,0,0.0
73,6,2021-12-01,0,0,0.0
73,6,2022-01-01,0,0,0.0
73,6,2022-02-01,0,0,0.0
73,6,2022-03-01,0,0,0.0
73,6,2022-04-01,0,0,0.0
73,6,2022-05-01,0,0,0.0
73,6,2022-06-01,0,0,0.0
73,6,2022-07-01,0,0,0.0
73,6,2022-08-01,0,0,0.0
73,6,2022-09-01,0,0,0.0
73,6,2022-10-01,0,0,0.0
73,6,2022-11-01,0,0,0.0
73,6,2022-12-01,0,0,0.0
73,6,2023-01-01,0,0,0.0
73,6,2023-02-01,0,0,0.0
73,6,2023-03-01,0,0,0.0
73,6,2023-04-01,0,0,0.0
73,6,2023-05-01,1,1,1.0
73,6,2023-06-01,0,0,0.0
73,6,2023-07-01,0,0,0.0
73,6,2023-08-01,0,0,0.0
73,6,2023-09-01,0,0,0.0
73,6,2023-10-01,0,0,0.0
73,6,2023-11-01,0,0,0.0
73,6,2023-12-01,0,0,0.0
73,6,2024-01-01,0,0,0.0
73,6,2024-02-01,0,0,0.0
73,6,2024-03-01,0,0,0.0
73,6,2024-04-01,0,0,0.0
73,6,2024-05-01,0,0,0.0
73,6,2024-06-01,0,0,0.0
73,6,2024-07-01,1,1,0.0
73,6,2024-08-01,0,0,0.0
73,6,2024-09-01,0,0,0.0
73,6,2024-10-01,0,0,0.0
73,6,2024-11-01,0,0,0.0
73,6,2024-12-01,0,0,0.0
73,6,2025-01-01,0,0,0.0
73,6,2025-02-01,0,0,0.0
73,6,2025-03-01,0,0,0.0
73,6,2025-04-01,0,0,0.0
73,6,2025-05-01,0,0,0.0
73,6,2025-06-01,1,1,0.0
73,6,2025-07-01,0,0,0.0
73,6,2025-08-01,0,0,0.0
73,6,2025-09-01,0,0,0.0
73,6,2025-10-01,1,1,0.0
73,6,2025-11-01,0,0,0.0
73,6,2025-12-01,0,0,0.0
73,6,2026-01-01,0,0,0.0
73,6,2026-02-01,0,0,0.0
73,6,2026-03-01,0,0,0.0
73,6,2026-04-01,0,0,0.0
73,6,2026-05-01,0,0,0.0
73,6,2026-06-01,0,0,0.0
73,6,2026-07-01,0,0,0.0
73,7,2020-12-01,0,0,0.0
73,7,2021-01-01,0,0,0.0
73,7,2021-02-01,0,0,0.0
73,7,2021-03-01,0,0,0.0
73,7,2021-04-01,0,0,0.0
73,7,2021-05-01,0,0,0.0
73,7,2021-06-01,0,0,0.0
73,7,2021-07-01,0,0,0.0
73,7,2021-08-01,0,0,0.0
73,7,2021-09-01,0,0,0.0
73,7,2021-10-01,0,0,0.0
73,7,2021-11-01,0,0,0.0
73,7,2021-12-01,0,0,0.0
73,7,2022-01-01,0,0,0.0
73,7,2022-02-01,0,0,0.0
73,7,2022-03-01,0,0,0.0
73,7,2022-04-01,0,0,0.0
73,7,2022-05-01,0,0,0.0
73,7,2022-06-01,0,0,0.0
73,7,2022-07-01,1,0,0.0
73,7,2022-08-01,0,0,0.0
73,7,2022-09-01,0,0,0.0
73,7,2022-10-01,0,0,0.0
73,7,2022-11-01,0,0,0.0
73,7,2022-12-01,0,0,0.0
73,7,2023-01-01,0,0,0.0
73,7,2023-02-01,0,0,0.0
73,7,2023-03-01,0,0,0.0
73,7,2023-04-01,0,0,0.0
73,7,2023-05-01,0,0,0.0
73,7,2023-06-01,0,0,0.0
73,7,2023-07-01,0,0,0.0
73,7,2023-08-01,0,0,0.0
73,7,2023-09-01,0,0,0.0
73,7,2023-10-01,0,0,0.0
73,7,2023-11-01,0,0,0.0
73,7,2023-12-01,0,0,0.0
73,7,2024-01-01,0,0,0.0
73,7,2024-02-01,0,0,0.0
73,7,2024-03-01,0,0,0.0
73,7,2024-04-01,0,0,0.0
73,7,2024-05-01,0,0,0.0
73,7,2024-06-01,0,0,0.0
73,7,2024-07-01,0,0,0.0
73,7,2024-08-01,0,0,0.0
73,7,2024-09-01,0,0,0.0
73,7,2024-10-01,0,0,0.0
73,7,2024-11-01,0,0,0.0
73,7,2024-12-01,0,0,0.0
73,7,2025-01-01,0,0,0.0
73,7,2025-02-01,0,0,0.0
73,7,2025-03-01,0,0,0.0
73,7,2025-04-01,0,0,0.0
73,7,2025-05-01,0,0,0.0
73,7,2025-06-01,0,0,0.0
73,7,2025-07-01,0,0,0.0
73,7,2025-08-01,0,0,0.0
73,7,2025-09-01,0,0,0.0
73,7,2025-10-01,0,0,0.0
73,7,2025-11-01,0,0,0.0
73,7,2025-12-01,0,0,0.0
73,7,2026-01-01,0,0,0.0
73,7,2026-02-01,0,0,0.0
73,7,2026-03-01,1,0,0.0
73,7,2026-04-01,0,0,0.0
73,7,2026-05-01,0,0,0.0
73,7,2026-06-01,0,0,0.0
73,7,2026-07-01,0,0,0.0
73,8,2020-12-01,0,0,0.0
73,8,2021-01-01,0,0,0.0
73,8,2021-02-01,0,0,0.0
73,8,2021-03-01,0,0,0.0
73,8,2021-04-01,0,0,0.0
73,8,2021-05-01,0,0,0.0
73,8,2021-06-01,0,0,0.0
73,8,2021-07-01,0,0,0.0
73,8,2021-08-01,0,0,0.0
73,8,2021-09-01,1,0,1.0
73,8,2021-10-01,0,0,0.0
73,8,2021-11-01,0,0,0.0
73,8,2021-12-01,0,0,0.0
73,8,2022-01-01,1,0,0.0
73,8,2022-02-01,0,0,0.0
73,8,2022-03-01,0,0,0.0
73,8,2022-04-01,0,0,0.0
73,8,2022-05-01,0,0,0.0
73,8,2022-06-01,0,0,0.0
73,8,2022-07-01,0,0,0.0
73,8,2022-08-01,0,0,0.0
73,8,2022-09-01,0,0,0.0
73,8,2022-10-01,0,0,0.0
73,8,2022-11-01,1,0,1.0
73,8,2022-12-01,1,0,1.0
73,8,2023-01-01,0,0,0.0
73,8,2023-02-01,0,0,0.0
73,8,2023-03-01,0,0,0.0
73,8,2023-04-01,0,0,0.0
73,8,2023-05-01,0,0,0.0
73,8,2023-06-01,0,0,0.0
73,8,2023-07-01,0,0,0.0
73,8,2023-08-01,0,0,0.0
73,8,2023-09-01,0,0,0.0
73,8,2023-10-01,1,0,1.0
73,8,2023-11-01,0,0,0.0
73,8,2023-12-01,0,0,0.0
73,8,2024-01-01,0,0,0.0
73,8,2024-02-01,0,0,0.0
73,8,2024-03-01,0,0,0.0
73,8,2024-04-01,0,0,0.0
73,8,2024-05-01,0,0,0.0
73,8,2024-06-01,1,0,1.0
73,8,2024-07-01,0,0,0.0
73,8,2024-08-01,0,0,0.0
73,8,2024-09-01,0,0,0.0
73,8,2024-10-01,0,0,0.0
73,8,2024-11-01,0,0,0.0
73,8,2024-12-01,0,0,0.0
73,8,2025-01-01,0,0,0.0
73,8,2025-02-01,0,0,0.0
73,8,2025-03-01,0,0,0.0
73,8,2025-04-01,0,0,0.0
73,8,2025-05-01,0,0,0.0
73,8,2025-06-01,0,0,0.0
73,8,2025-07-01,0,0,0.0
73,8,2025-08-01,0,0,0.0
73,8,2025-09-01,1,0,1.0
73,8,2025-10-01,0,0,0.0
73,8,2025-11-01,0,0,0.0
73,8,2025-12-01,0,0,0.0
73,8,2026-01-01,0,0,0.0
73,8,2026-02-01,0,0,0.0
73,8,2026-03-01,0,0,0.0
73,8,2026-04-01,0,0,0.0
73,8,2026-05-01,0,0,0.0
73,8,2026-06-01,0,0,0.0
73,8,2026-07-01,0,0,0.0
73,9,2020-12-01,0,0,0.0
73,9,2021-01-01,0,0,0.0
73,9,2021-02-01,0,0,0.0
73,9,2021-03-01,0,0,0.0
73,9,2021-04-01,0,0,0.0
73,9,2021-05-01,0,0,0.0
73,9,2021-06-01,0,0,0.0
73,9,2021-07-01,0,0,0.0
73,9,2021-08-01,1,0,0.0
73,9,2021-09-01,0,0,0.0
73,9,2021-10-01,0,0,0.0
73,9,2021-11-01,0,0,0.0
73,9,2021-12-01,0,0,0.0
73,9,2022-01-01,0,0,0.0
73,9,2022-02-01,0,0,0.0
73,9,2022-03-01,0,0,0.0
73,9,2022-04-01,0,0,0.0
73,9,2022-05-01,0,0,0.0
73,9,2022-06-01,0,0,0.0
73,9,2022-07-01,0,0,0.0
73,9,2022-08-01,0,0,0.0
73,9,2022-09-01,1,0,0.0
73,9,2022-10-01,0,0,0.0
73,9,2022-11-01,0,0,0.0
73,9,2022-12-01,0,0,0.0
73,9,2023-01-01,0,0,0.0
73,9,2023-02-01,0,0,0.0
73,9,2023-03-01,0,0,0.0
73,9,2023-04-01,0,0,0.0
73,9,2023-05-01,0,0,0.0
73,9,2023-06-01,0,0,0.0
73,9,2023-07-01,0,0,0.0
73,9,2023-08-01,0,0,0.0
73,9,2023-09-01,0,0,0.0
73,9,2023-10-01,0,0,0.0
73,9,2023-11-01,0,0,0.0
73,9,2023-12-01,0,0,0.0
73,9,2024-01-01,0,0,0.0
73,9,2024-02-01,1,0,1.0
73,9,2024-03-01,0,0,0.0
73,9,2024-04-01,0,0,0.0
73,9,2024-05-01,0,0,0.0
73,9,2024-06-01,0,0,0.0
73,9,2024-07-01,0,0,0.0
73,9,2024-08-01,0,0,0.0
73,9,2024-09-01,0,0,0.0
73,9,2024-10-01,0,0,0.0
73,9,2024-11-01,0,0,0.0
73,9,2024-12-01,0,0,0.0
73,9,2025-01-01,0,0,0.0
73,9,2025-02-01,0,0,0.0
73,9,2025-03-01,0,0,0.0
73,9,2025-04-01,0,0,0.0
73,9,2025-05-01,0,0,0.0
73,9,2025-06-01,0,0,0.0
73,9,2025-07-01,0,0,0.0
73,9,2025-08-01,0,0,0.0
73,9,2025-09-01,0,0,0.0
73,9,2025-10-01,0,0,0.0
73,9,2025-11-01,0,0,0.0
73,9,2025-12-01,0,0,0.0
73,9,2026-01-01,0,0,0.0
73,9,2026-02-01,0,0,0.0
73,9,2026-03-01,0,0,0.0
73,9,2026-04-01,0,0,0.0
73,9,2026-05-01,0,0,0.0
73,9,2026-06-01,0,0,0.0
73,9,2026-07-01,0,0,0.0
73,10,2020-12-01,0,0,0.0
73,10,2021-01-01,0,0,0.0
73,10,2021-02-01,0,0,0.0
73,10,2021-03-01,0,0,0.0
73,10,2021-04-01,0,0,0.0
73,10,2021-05-01,0,0,0.0
73,10,2021-06-01,0,0,0.0
73,10,2021-07-01,0,0,0.0
73,10,2021-08-01,0,0,0.0
73,10,2021-09-01,0,0,0.0
73,10,2021-10-01,0,0,0.0
73,10,2021-11-01,0,0,0.0
73,10,2021-12-01,0,0,0.0
73,10,2022-01-01,0,0,0.0
73,10,2022-02-01,0,0,0.0
73,10,2022-03-01,0,0,0.0
73,10,2022-04-01,0,0,0.0
73,10,2022-05-01,0,0,0.0
73,10,2022-06-01,0,0,0.0
73,10,2022-07-01,0,0,0.0
73,10,2022-08-01,1,0,1.0
73,10,2022-09-01,0,0,0.0
73,10,2022-10-01,1,0,0.0
73,10,2022-11-01,0,0,0.0
73,10,2022-12-01,1,0,1.0
73,10,2023-01-01,0,0,0.0
73,10,2023-02-01,0,0,0.0
73,10,2023-03-01,0,0,0.0
73,10,2023-04-01,0,0,0.0
73,10,2023-05-01,0,0,0.0
73,10,2023-06-01,2,0,1.0
73,10,2023-07-01,0,0,0.0
73,10,2023-08-01,0,0,0.0
73,10,2023-09-01,0,0,0.0
73,10,2023-10-01,1,0,0.0
73,10,2023-11-01,1,0,1.0
73,10,2023-12-01,0,0,0.0
73,10,2024-01-01,0,0,0.0
73,10,2024-02-01,0,0,0.0
73,10,2024-03-01,0,0,0.0
73,10,2024-04-01,0,0,0.0
73,10,2024-05-01,0,0,0.0
73,10,2024-06-01,1,0,1.0
73,10,2024-07-01,0,0,0.0
73,10,2024-08-01,0,0,0.0
73,10,2024-09-01,0,0,0.0
73,10,2024-10-01,0,0,0.0
73,10,2024-11-01,0,0,0.0
73,10,2024-12-01,0,0,0.0
73,10,2025-01-01,0,0,0.0
73,10,2025-02-01,1,0,1.0
73,10,2025-03-01,1,0,0.0
73,10,2025-04-01,0,0,0.0
73,10,2025-05-01,0,0,0.0
73,10,2025-06-01,0,0,0.0
73,10,2025-07-01,0,0,0.0
73,10,2025-08-01,0,0,0.0
73,10,2025-09-01,0,0,0.0
73,10,2025-10-01,0,0,0.0
73,10,2025-11-01,1,0,1.0
73,10,2025-12-01,1,0,1.0
73,10,2026-01-01,0,0,0.0
73,10,2026-02-01,0,0,0.0
73,10,2026-03-01,0,0,0.0
73,10,2026-04-01,0,0,0.0
73,10,2026-05-01,0,0,0.0
73,10,2026-06-01,0,0,0.0
73,10,2026-07-01,0,0,0.0
73,11,2020-12-01,0,0,0.0
73,11,2021-01-01,0,0,0.0
73,11,2021-02-01,0,0,0.0
73,11,2021-03-01,0,0,0.0
73,11,2021-04-01,0,0,0.0
73,11,2021-05-01,0,0,0.0
73,11,2021-06-01,0,0,0.0
73,11,2021-07-01,0,0,0.0
73,11,2021-08-01,0,0,0.0
73,11,2021-09-01,0,0,0.0
73,11,2021-10-01,0,0,0.0
73,11,2021-11-01,0,0,0.0
73,11,2021-12-01,0,0,0.0
73,11,2022-01-01,0,0,0.0
73,11,2022-02-01,0,0,0.0
73,11,2022-03-01,0,0,0.0
73,11,2022-04-01,0,0,0.0
73,11,2022-05-01,0,0,0.0
73,11,2022-06-01,0,0,0.0
73,11,2022-07-01,0,0,0.0
73,11,2022-08-01,0,0,0.0
73,11,2022-09-01,0,0,0.0
73,11,2022-10-01,0,0,0.0
73,11,2022-11-01,1,1,0.0
73,11,2022-12-01,1,1,1.0
73,11,2023-01-01,0,0,0.0
73,11,2023-02-01,0,0,0.0
73,11,2023-03-01,0,0,0.0
73,11,2023-04-01,0,0,0.0
73,11,2023-05-01,0,0,0.0
73,11,2023-06-01,1,1,1.0
73,11,2023-07-01,0,0,0.0
73,11,2023-08-01,1,1,0.0
73,11,2023-09-01,0,0,0.0
73,11,2023-10-01,0,0,0.0
73,11,2023-11-01,0,0,0.0
73,11,2023-12-01,2,2,0.5
73,11,2024-01-01,0,0,0.0
73,11,2024-02-01,0,0,0.0
73,11,2024-03-01,0,0,0.0
73,11,2024-04-01,1,1,0.0
73,11,2024-05-01,0,0,0.0
73,11,2024-06-01,0,0,0.0
73,11,2024-07-01,1,1,1.0
73,11,2024-08-01,0,0,0.0
73,11,2024-09-01,0,0,0.0
73,11,2024-10-01,0,0,0.0
73,11,2024-11-01,0,0,0.0
73,11,2024-12-01,0,0,0.0
73,11,2025-01-01,0,0,0.0
73,11,2025-02-01,0,0,0.0
73,11,2025-03-01,0,0,0.0
