person_uid,num_cases_log_scaled,weekend_pref_signed_scaled,avg_victim_age_clean_scaled,victim_age_missing_scaled,arrest_vs_surrender_ratio_scaled,geographic_spread_km_scaled,primary_crime_head_encoded_1,primary_crime_head_encoded_2,primary_crime_head_encoded_3,primary_crime_head_encoded_4,primary_crime_head_encoded_5,primary_crime_head_encoded_6,primary_crime_head_encoded_7,primary_crime_head_encoded_8,primary_crime_head_encoded_9,primary_crime_head_encoded_10,primary_crime_head_encoded_11,primary_crime_head_encoded_12,victim_gender_mode_0.0,victim_gender_mode_1.0,victim_gender_mode_2.0,victim_gender_mode_3.0,act_pc_1,act_pc_2,act_pc_3,act_pc_4,act_pc_5,act_pc_6,act_pc_7,act_pc_8,act_pc_9,act_pc_10,act_pc_11,act_pc_12,act_pc_13,act_pc_14,act_pc_15,act_pc_16,act_pc_17,act_pc_18,act_pc_19,act_pc_20
11,0.0,1.5854495598247413,-0.4594598720933159,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.111561668972758,2.2872756254462394,0.23682225190645,0.012279526736819825,-0.03845845554818978,-0.543972099146814,-0.16378613055100652,-0.1963820128348464,-0.19731492475343063,-1.149440544575048,-1.4352495299673635,-0.005008756433479617,-1.069817402605448,-2.1111908377003585,-0.008357073492467096,0.005839991120793269,0.007250679035332721,0.0013465769712466878,-0.0027660417815765013,0.00549890385027093
12,0.0,1.5854495598247413,1.3097910371468404,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2740837490104117,-0.8132424216785061,-0.23262138919838984,-1.1121587154272075,-0.9803225419696322,-0.26357483314184393,-0.07806076160678826,-0.09066115615520935,-0.05469956629651293,-0.050818087198851516,-0.016289525424808063,0.2538571818973932,-0.0030518037541966882,0.002328999997120572,1.7161628471214962,-0.04256869074042207,0.0020067047376159126,-1.1115871110811266,-0.9662950206375562,0.04386748276642169
13,0.0,-0.6307359283700844,-0.0007651919199420439,2.4188380499656694,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.48057801352013624,0.9678712921584081,0.09985484070358089,0.005042431782559172,-0.01545406394638087,-0.21669129069451715,-0.06509927367112207,-0.0780148142742747,-0.079919077740955,-1.2960255315281413,3.680263365588347,-0.05113581927997646,0.1419370871905206,-0.02108141339137731,0.00022528998216966723,-0.0008561026094594092,-0.0021426575958256432,-0.00046519700575677915,0.001029325446153852,-0.0024279248111361658
14,0.0,1.5854495598247413,1.4408466600535188,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.8469675495774758,0.518664754330161,0.07402499433917811,0.007395324278385738,-0.02651986641192409,-0.38778246369569386,-0.11779227038494766,-0.14210257405222337,-0.14170701455055598,-0.09641871064390757,-0.04742180743817748,-0.023183557083586437,-0.00823555903596172,0.01121226452336028,-0.009445035326945588,0.007039540386830414,0.009451574864344352,0.0018022019374393501,-0.0037548794321348787,0.007753284378042448
15,0.0,1.5854495598247413,1.4408466600535188,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.8469675495774758,0.518664754330161,0.07402499433917811,0.007395324278385738,-0.02651986641192409,-0.38778246369569386,-0.11779227038494766,-0.14210257405222337,-0.14170701455055598,-0.09641871064390757,-0.04742180743817748,-0.023183557083586437,-0.00823555903596172,0.01121226452336028,-0.009445035326945588,0.007039540386830414,0.009451574864344352,0.0018022019374393501,-0.0037548794321348787,0.007753284378042448
16,0.0,-0.6307359283700844,-0.28471904155107886,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6434013738466967,-3.8718999578413538,20.844972008292036,0.01548796686816294,-0.04165746863445073,-0.5618042866644828,-0.16601843415763523,-0.19484906333114374,-0.18377394981663192,-0.11603019932571525,-0.054200261971824835,-0.026450474744458358,-0.009382252899045082,0.013175853820600849,-0.012081070951137243,0.00938555825462114,0.013167531165415003,0.002542904445135224,-0.005332350684503302,0.0111864473828232
17,0.0,-0.6307359283700844,-0.28471904155107886,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6434013738466967,-3.8718999578413538,20.844972008292036,0.01548796686816294,-0.04165746863445073,-0.5618042866644828,-0.16601843415763523,-0.19484906333114374,-0.18377394981663192,-0.11603019932571525,-0.054200261971824835,-0.026450474744458358,-0.009382252899045082,0.013175853820600849,-0.012081070951137243,0.00938555825462114,0.013167531165415003,0.002542904445135224,-0.005332350684503302,0.0111864473828232
18,0.0,-0.6307359283700844,-0.28471904155107886,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6434013738466967,-3.8718999578413538,20.844972008292036,0.01548796686816294,-0.04165746863445073,-0.5618042866644828,-0.16601843415763523,-0.19484906333114374,-0.18377394981663192,-0.11603019932571525,-0.054200261971824835,-0.026450474744458358,-0.009382252899045082,0.013175853820600849,-0.012081070951137243,0.00938555825462114,0.013167531165415003,0.002542904445135224,-0.005332350684503302,0.0111864473828232
19,0.0,-0.6307359283700844,-0.0007651919199420439,2.4188380499656694,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.4719456228373063,0.9491886862858396,0.0979043508087235,0.004934954667221681,-0.015100078514537551,-0.21157270210672158,-0.06354746219588957,-0.07614620754609264,-0.07809565436210755,-1.3282128823241897,4.0002978815404555,-0.05481548055907351,0.16316564505983241,-0.02731839241981835,0.0007587257692381668,-0.0015045534407021179,-0.003609125228636113,-0.0007942371762311458,0.0017764580241659386,-0.00436261444481019
20,0.0,-0.6307359283700844,-0.7870989293600116,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3478923333244472,0.6549903440923555,0.06666750924578313,0.0029402214485715274,-0.0072043261723151,-0.08053258872584153,-0.02078754455544305,-0.01931629173472435,0.0020063418092844025,2.506305129166061,0.37625260061295973,-0.013230150867485139,4.354321224113728,-2.4969936991563544,-0.0008902192166159671,-0.00018321408192060846,-0.0014553695363454851,-0.00035081747389360986,0.0008124567869021234,-0.0021270779061564825
21,0.0,1.5854495598247413,-0.9836823637200289,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.36994202695762624,0.7007989724153079,0.07141472918384134,0.0031857353469651396,-0.007952927822904268,-0.09074873800032224,-0.02378918162372038,-0.022778490470561047,-0.0008168910609225429,2.607966352628415,0.3631549881381982,-0.014423154202109604,4.755648521600628,-2.665737979299858,-0.003387770147359841,0.002187223884249955,0.002599329514258718,0.0004772394737360668,-0.0009735249599432878,0.0018880576338968769
22,0.0,-0.6307359283700844,-0.19734862627995942,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8911872240126609,1.7827490136671913,0.18358498206694893,0.00904866704526119,-0.0263677508395764,-0.35069228162490595,-0.10187571050813608,-0.11600321325069053,-0.092066934094334,2.627999206005737,-0.4355771495900153,-0.02043596680787571,5.932208575890889,-0.29544219145902384,-0.011347693248016943,0.008594328603705735,0.011894252610469976,0.002295592718207519,-0.004815867390312485,0.01014085494912127
23,0.0,1.5854495598247413,-0.3284042491866377,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.7064939706920934,3.530409746428182,0.3658653308659796,0.01910231305496393,-0.06022619954649402,-0.855197794779478,-0.2579534099941443,-0.30994397803757706,-0.31319729091515097,-1.829017361331141,-1.9817419006594208,-0.015101907106854554,-1.1666264588459443,-2.1122565219952443,-0.019019352575822476,0.01440586357915639,0.019592357676543184,0.0037458269473119297,-0.007813374908287906,0.01616857263301518
24,0.0,1.5854495598247413,-0.3284042491866377,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.7064939706920934,3.530409746428182,0.3658653308659796,0.01910231305496393,-0.06022619954649402,-0.855197794779478,-0.2579534099941443,-0.30994397803757706,-0.31319729091515097,-1.829017361331141,-1.9817419006594208,-0.015101907106854554,-1.1666264588459443,-2.1122565219952443,-0.019019352575822476,0.01440586357915639,0.019592357676543184,0.0037458269473119297,-0.007813374908287906,0.01616857263301518
25,0.0,1.5854495598247413,-0.3284042491866377,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.7064939706920934,3.530409746428182,0.3658653308659796,0.01910231305496393,-0.06022619954649402,-0.855197794779478,-0.2579534099941443,-0.30994397803757706,-0.31319729091515097,-1.829017361331141,-1.9817419006594208,-0.015101907106854554,-1.1666264588459443,-2.1122565219952443,-0.019019352575822476,0.01440586357915639,0.019592357676543184,0.0037458269473119297,-0.007813374908287906,0.01616857263301518
26,0.0,-0.6307359283700844,1.2770271314201709,-0.4134216426826066,-1.2639963657241198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2824818486272449,-0.8470344611438433,-0.2429239597299675,1.1923960380479082,0.3374998041756031,-0.331633155170873,-0.09914383847054221,-0.12092297721167707,-0.4055083919216817,-0.04443265361538337,-0.026650987169636837,-0.740766236806502,-0.0020320084616208727,0.0013314586080155543,0.4066201144013407,-1.2971358209728412,0.004234095028074031,1.5704343990155651,-1.6091330078006523,0.013766931528488494
27,0.0,-0.6307359283700844,1.2770271314201709,-0.4134216426826066,0.7911415152108595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2824818486272449,-0.8470344611438433,-0.2429239597299675,1.1923960380479082,0.3374998041756031,-0.331633155170873,-0.09914383847054221,-0.12092297721167707,-0.4055083919216817,-0.04443265361538337,-0.026650987169636837,-0.740766236806502,-0.0020320084616208727,0.0013314586080155543,0.4066201144013407,-1.2971358209728412,0.004234095028074031,1.5704343990155651,-1.6091330078006523,0.013766931528488494
28,0.0,-0.6307359283700844,1.2770271314201709,-0.4134216426826066,0.7911415152108595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2824818486272449,-0.8470344611438433,-0.2429239597299675,1.1923960380479082,0.3374998041756031,-0.331633155170873,-0.09914383847054221,-0.12092297721167707,-0.4055083919216817,-0.04443265361538337,-0.026650987169636837,-0.740766236806502,-0.0020320084616208727,0.0013314586080155543,0.4066201144013407,-1.2971358209728412,0.004234095028074031,1.5704343990155651,-1.6091330078006523,0.013766931528488494
29,0.0,1.5854495598247413,-0.0007651919199420439,2.4188380499656694,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.07547561775483079,-0.07708849877997412,-0.0130268704412877,-0.0036027494103813497,0.03305709193766498,1.0561619361274344,0.5679873149554832,3.503468585770144,-0.43453010909918066,-0.10343160212261736,-0.02640140854893847,-0.012201548545762112,-0.0034465633381131665,0.0017643133368169498,0.0022264195323178208,-0.003295440280932106,-0.007869392846533435,-0.0017772457420783484,0.004048080502587675,-0.010585952113384168
30,0.0,1.5854495598247413,-0.0007651919199420439,2.4188380499656694,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.07547561775483079,-0.07708849877997412,-0.0130268704412877,-0.0036027494103813497,0.03305709193766498,1.0561619361274344,0.5679873149554832,3.503468585770144,-0.43453010909918066,-0.10343160212261736,-0.02640140854893847,-0.012201548545762112,-0.0034465633381131665,0.0017643133368169498,0.0022264195323178208,-0.003295440280932106,-0.007869392846533435,-0.0017772457420783484,0.004048080502587675,-0.010585952113384168
31,0.0,-0.6307359283700844,0.5889851111601101,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.132407928802694,2.326754377921074,0.24083543518353828,0.012447948209530222,-0.03878848145324569,-0.5461576009086136,-0.16400818727798902,-0.19590244708431542,-0.1936658533122022,-0.6598630409899703,-1.3673865549130073,-0.008235093636378869,1.6242470490551293,1.974284908830559,-0.010332023727927709,0.008045142303381577,0.011278111476318424,0.002177968337853975,-0.004567476284492673,0.009587422068142207
32,0.0,-0.6307359283700844,0.5889851111601101,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.132407928802694,2.326754377921074,0.24083543518353828,0.012447948209530222,-0.03878848145324569,-0.5461576009086136,-0.16400818727798902,-0.19590244708431542,-0.1936658533122022,-0.6598630409899703,-1.3673865549130073,-0.008235093636378869,1.6242470490551293,1.974284908830559,-0.010332023727927709,0.008045142303381577,0.011278111476318424,0.002177968337853975,-0.004567476284492673,0.009587422068142207
33,0.0,-0.6307359283700844,0.5889851111601101,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.132407928802694,2.326754377921074,0.24083543518353828,0.012447948209530222,-0.03878848145324569,-0.5461576009086136,-0.16400818727798902,-0.19590244708431542,-0.1936658533122022,-0.6598630409899703,-1.3673865549130073,-0.008235093636378869,1.6242470490551293,1.974284908830559,-0.010332023727927709,0.008045142303381577,0.011278111476318424,0.002177968337853975,-0.004567476284492673,0.009587422068142207
34,0.0,-0.6307359283700844,0.5889851111601101,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.132407928802694,2.326754377921074,0.24083543518353828,0.012447948209530222,-0.03878848145324569,-0.5461576009086136,-0.16400818727798902,-0.19590244708431542,-0.1936658533122022,-0.6598630409899703,-1.3673865549130073,-0.008235093636378869,1.6242470490551293,1.974284908830559,-0.010332023727927709,0.008045142303381577,0.011278111476318424,0.002177968337853975,-0.004567476284492673,0.009587422068142207
35,0.0,-0.6307359283700844,0.5889851111601101,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.132407928802694,2.326754377921074,0.24083543518353828,0.012447948209530222,-0.03878848145324569,-0.5461576009086136,-0.16400818727798902,-0.19590244708431542,-0.1936658533122022,-0.6598630409899703,-1.3673865549130073,-0.008235093636378869,1.6242470490551293,1.974284908830559,-0.010332023727927709,0.008045142303381577,0.011278111476318424,0.002177968337853975,-0.004567476284492673,0.009587422068142207
36,0.0,-0.6307359283700844,0.5889851111601101,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.132407928802694,2.326754377921074,0.24083543518353828,0.012447948209530222,-0.03878848145324569,-0.5461576009086136,-0.16400818727798902,-0.19590244708431542,-0.1936658533122022,-0.6598630409899703,-1.3673865549130073,-0.008235093636378869,1.6242470490551293,1.974284908830559,-0.010332023727927709,0.008045142303381577,0.011278111476318424,0.002177968337853975,-0.004567476284492673,0.009587422068142207
37,0.0,-0.6307359283700844,1.7029579058668753,-0.4134216426826066,-1.2639963657241198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8524089196131264,-2.6045222855291277,-0.7492894003365582,3.581995636296664,0.9691771301587413,-1.073420375253552,-0.32145557860832613,-0.3911909881605406,-1.136948102440115,-0.17503059772436988,-0.10422910743643674,-1.3573299186838816,-0.014741201666484335,0.022480545793982478,0.09270098520706804,-0.06543244301268294,0.024929595102337814,0.15082203453534382,-0.32775744055431716,0.03270367801920365
38,0.0,-0.6307359283700844,0.698198130249008,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6059787729429174,1.2337640763175963,0.12751536245155334,0.0065225679661395485,-0.020168326986318926,-0.2832152232269397,-0.08500417951879277,-0.1015548736926283,-0.10120641228916019,-0.664516440089265,-0.5325242740354622,-0.0028285492249993105,-0.09356269247504567,-0.008236450810793097,-0.001848542971179565,0.0012793918080131557,0.0016761081379882987,0.0003206476347596601,-0.0006703738100099703,0.0014032723525411888
39,0.0,-0.6307359283700844,0.698198130249008,-0.4134216426826066,0.7911415152108595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6059787729429174,1.2337640763175963,0.12751536245155334,0.0065225679661395485,-0.020168326986318926,-0.2832152232269397,-0.08500417951879277,-0.1015548736926283,-0.10120641228916019,-0.664516440089265,-0.5325242740354622,-0.0028285492249993105,-0.09356269247504567,-0.008236450810793097,-0.001848542971179565,0.0012793918080131557,0.0016761081379882987,0.0003206476347596601,-0.0006703738100099703,0.0014032723525411888
40,0.0,-0.6307359283700844,0.698198130249008,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6059787729429174,1.2337640763175963,0.12751536245155334,0.0065225679661395485,-0.020168326986318926,-0.2832152232269397,-0.08500417951879277,-0.1015548736926283,-0.10120641228916019,-0.664516440089265,-0.5325242740354622,-0.0028285492249993105,-0.09356269247504567,-0.008236450810793097,-0.001848542971179565,0.0012793918080131557,0.0016761081379882987,0.0003206476347596601,-0.0006703738100099703,0.0014032723525411888
41,0.0,-0.6307359283700844,0.698198130249008,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6059787729429174,1.2337640763175963,0.12751536245155334,0.0065225679661395485,-0.020168326986318926,-0.2832152232269397,-0.08500417951879277,-0.1015548736926283,-0.10120641228916019,-0.664516440089265,-0.5325242740354622,-0.0028285492249993105,-0.09356269247504567,-0.008236450810793097,-0.001848542971179565,0.0012793918080131557,0.0016761081379882987,0.0003206476347596601,-0.0006703738100099703,0.0014032723525411888
42,0.0,-0.6307359283700844,0.698198130249008,-0.4134216426826066,-1.2639963657241198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6059787729429174,1.2337640763175963,0.12751536245155334,0.0065225679661395485,-0.020168326986318926,-0.2832152232269397,-0.08500417951879277,-0.1015548736926283,-0.10120641228916019,-0.664516440089265,-0.5325242740354622,-0.0028285492249993105,-0.09356269247504567,-0.008236450810793097,-0.001848542971179565,0.0012793918080131557,0.0016761081379882987,0.0003206476347596601,-0.0006703738100099703,0.0014032723525411888
